line_id,0,1,gap
15,0.17516629711751663,0.037037037037037035,0.1381292600804796
24,0.3799126637554585,0.06837606837606838,0.31153659537939016
26,0.375,0.10655737704918032,0.26844262295081966
26A,0.3611111111111111,0.17647058823529413,0.18464052287581698
31,0.501432664756447,0.24615384615384617,0.2552788186026008
33,0.20701754385964913,0.13432835820895522,0.0726891856506939
34A,0.18008474576271186,0.27692307692307694,0.09683833116036508
35,0.0821256038647343,0.5981308411214953,0.516005237256761
36,0.12212389380530973,0.4251968503937008,0.30307295658839106
38A,0.26573426573426573,0.75,0.48426573426573427
39A,0.18432510885341075,0.5233160621761658,0.33899095332275503
40,0.07692307692307693,0.1724137931034483,0.09549071618037136
44,0.12859560067681894,0.3389830508474576,0.21038745017063867
45,0.1762977473065622,0.2979591836734694,0.12166143636690721
46,0.27017543859649124,0.7272727272727273,0.45709728867623606
48,0.13554987212276215,0.6966292134831461,0.561079341360384
49.1,0.6521739130434783,0.10416666666666667,0.5480072463768116
49.2,0.27706792199058505,0.11666666666666667,0.16040125532391838
52,0.1984732824427481,0.23728813559322035,0.038814853150472256
53,0.21636363636363637,0.06086956521739131,0.15549407114624506
61,0.11758793969849246,0.19672131147540983,0.07913337177691737
62,0.4857142857142857,0.2732919254658385,0.21242236024844718
67,0.08409986859395532,0.2413793103448276,0.15727944175087227
OC1,0.11573236889692586,0.22695035460992907,0.11121798571300322
OC2,0.2541176470588235,0.5377358490566038,0.28361820199778026
OC3,0.13545816733067728,0.5241935483870968,0.38873538105641947
